x,y,z
0.0,1.0,0.11516580983480093
0.01,0.99,0.11665714464620937
0.02,0.98,0.11814847945761747
0.03,0.97,0.11963981426902592
0.04,0.96,0.12113114908043436
0.05,0.95,0.1226224838918428
0.06,0.94,0.12411381870325122
0.07,0.9299999999999999,0.12560515351465967
0.08,0.92,0.12709648832606812
0.09,0.91,0.12858782313693098
0.1,0.9,0.13007915794888514
0.11,0.89,0.13157049276029342
0.12,0.88,0.13306182757169568
0.13,0.87,0.1345531623791834
0.14,0.86,0.13604449719451878
0.15,0.85,0.1375358320059265
0.16,0.84,0.1390271668172952
0.17,0.83,0.1405185016284031
0.18,0.8200000000000001,0.14200983644015286
0.19,0.81,0.14350117125155978
0.2,0.8,0.14499250606285885
0.21,0.79,0.14648384087323227
0.22,0.78,0.14797517567887675
0.23,0.77,0.14946651049719528
0.24,0.76,0.15095784530860332
0.25,0.75,0.1524491801200116
0.26,0.74,0.15394051493142005
0.27,0.73,0.15543184974282842
0.28,0.72,0.1569231845542038
0.29,0.71,0.15841451936392337
0.3,0.7,0.1599058541553655
0.31,0.69,0.16139718898846228
0.32,0.6799999999999999,0.1628885237998718
0.33,0.6699999999999999,0.16437985861128013
0.34,0.6599999999999999,0.16587119342268725
0.35000000000000003,0.6499999999999999,0.16736252823409514
0.36,0.64,0.1688538630455006
0.37,0.63,0.17033050335865524
0.38,0.62,0.17173014896902547
0.39,0.61,0.17304191269831284
0.4,0.6,0.17426129817742822
0.41000000000000003,0.59,0.17538383997711754
0.42,0.5800000000000001,0.17640516218682628
0.43,0.5700000000000001,0.17732104333432575
0.44,0.56,0.17812748666227768
0.45,0.55,0.17882079334790874
0.46,0.54,0.17939763643195375
0.47000000000000003,0.53,0.17985513225345778
0.48,0.52,0.18019090634768675
0.49,0.51,0.18040315047649003
0.5,0.5,0.18049066730723012
0.51,0.49,0.18045290107164494
0.52,0.48,0.18028995152918037
0.53,0.47,0.1800025709844018
0.54,0.45999999999999996,0.1795921442843004
0.55,0.44999999999999996,0.17906065324088571
0.56,0.43999999999999995,0.178410627369322
0.5700000000000001,0.42999999999999994,0.1776450839405077
0.58,0.42000000000000004,0.17676746006432859
0.59,0.41000000000000003,0.1757815407714246
0.6,0.4,0.1746913854681605
0.61,0.39,0.1735012561937607
0.62,0.38,0.1722155492031655
0.63,0.37,0.17083873268159536
0.64,0.36,0.16937529073389263
0.65,0.35,0.16786025482174527
0.66,0.33999999999999997,0.16634455491807754
0.67,0.32999999999999996,0.16482885501440803
0.68,0.31999999999999995,0.16331315511073852
0.6900000000000001,0.30999999999999994,0.16179745520706862
0.7000000000000001,0.29999999999999993,0.16028175530339928
0.71,0.29000000000000004,0.15876605539175165
0.72,0.28,0.15725035549566535
0.73,0.27,0.15573465559238892
0.74,0.26,0.15421895568872007
0.75,0.25,0.15270325578505065
0.76,0.24,0.15118755588138055
0.77,0.22999999999999998,0.14967185597771074
0.78,0.21999999999999997,0.1481561560586826
0.79,0.20999999999999996,0.14664045616727683
0.8,0.19999999999999996,0.14512475626629384
0.81,0.18999999999999995,0.14360905636300628
0.8200000000000001,0.17999999999999994,0.14209335645936177
0.8300000000000001,0.16999999999999993,0.14057765655569276
0.84,0.16000000000000003,0.13906195665190924
0.85,0.15000000000000002,0.1375462567483436
0.86,0.14,0.13603055684468285
0.87,0.13,0.1345148569410132
0.88,0.12,0.1329991570373282
0.89,0.10999999999999999,0.1314834571336733
0.9,0.09999999999999998,0.12996775723000445
0.91,0.08999999999999997,0.12845205732633416
0.92,0.07999999999999996,0.12693635742266463
0.93,0.06999999999999995,0.12542065751720266
0.9400000000000001,0.05999999999999994,0.12390495761532512
0.9500000000000001,0.04999999999999993,0.12238925771165539
0.96,0.040000000000000036,0.12087355780798542
0.97,0.030000000000000027,0.11935785790431569
0.98,0.020000000000000018,0.11784215800064615
0.99,0.010000000000000009,0.11632645809697618
1.0,0.0,0.11481075819330644
