x,y,z
0.1,0.1,0.8353463413688242
0.14900000000000002,0.14900000000000002,0.8257292791726902
0.198,0.198,0.8166671646030688
0.24700000000000003,0.24700000000000003,0.8081696598473607
0.29600000000000004,0.29600000000000004,0.8002369872607398
0.345,0.345,0.7928608971609243
0.394,0.394,0.7860259743785285
0.44300000000000006,0.44300000000000006,0.7797111001036323
0.492,0.492,0.7738909192463095
0.541,0.541,0.7685372070073644
0.59,0.59,0.7636200700016711
0.639,0.639,0.7591089514885334
0.6880000000000001,0.6880000000000001,0.7549734354046926
0.737,0.737,0.7511838605566727
0.786,0.786,0.7477117660055259
0.835,0.835,0.7445301931357876
0.884,0.884,0.7416138706551771
0.933,0.933,0.7389393074080304
0.982,0.982,0.73648481498618
1.0310000000000001,1.0310000000000001,0.7342304789377294
1.08,1.08,0.7321580939500014
1.1290000000000002,1.1290000000000002,0.7302510752548219
1.1780000000000002,1.1780000000000002,0.7284943557293828
1.227,1.227,0.7268742758209661
1.2760000000000002,1.2760000000000002,0.7253784715044165
1.3250000000000002,1.3250000000000002,0.7239957639529927
1.374,1.374,0.7227160534144245
1.423,1.423,0.7215302188800858
1.4720000000000002,1.4720000000000002,0.7204300244626445
1.5210000000000001,1.5210000000000001,0.7194080329088581
1.57,1.57,0.7184575263282278
1.6190000000000002,1.6190000000000002,0.7175724339815508
1.6680000000000001,1.6680000000000001,0.7167472668185458
1.717,1.717,0.7159770583589538
1.7660000000000002,1.7660000000000002,0.7152573114608856
1.8150000000000002,1.8150000000000002,0.7145839504996
1.864,1.864,0.7139532784815337
1.9130000000000003,1.9130000000000003,0.713361938633154
1.9620000000000002,1.9620000000000002,0.7128068800286214
2.011,2.011,0.7122853268204103
2.06,2.06,0.7117947508730654
2.109,2.109,0.7113328470149973
2.1580000000000004,2.1580000000000004,0.7108975111908549
2.2070000000000003,2.2070000000000003,0.710486820785889
2.2560000000000002,2.2560000000000002,0.7100990170524739
2.305,2.305,0.7097324893774567
2.354,2.354,0.7093857611879586
2.403,2.403,0.7090574773300611
2.4520000000000004,2.4520000000000004,0.7087463927656255
2.5010000000000003,2.5010000000000003,0.708451362301046
2.5500000000000003,2.5500000000000003,0.7081713315717915
2.599,2.599,0.70790532888947
2.648,2.648,0.7076524575747629
2.697,2.697,0.7074118895810382
2.746,2.746,0.7071828593561744
2.7950000000000004,2.7950000000000004,0.7069646584515141
2.8440000000000003,2.8440000000000003,0.7067566306207178
2.8930000000000002,2.8930000000000002,0.7065581673959483
2.942,2.942,0.7063687040769151
2.991,2.991,0.7061877160996972
3.04,3.04,0.7060147157411081
3.0890000000000004,3.0890000000000004,0.70584924912872
3.1380000000000003,3.1380000000000003,0.7056908935207069
3.1870000000000003,3.1870000000000003,0.7055392548325096
3.236,3.236,0.7053939653863729
3.285,3.285,0.705254681856007
3.334,3.334,0.7051210833953656
3.383,3.383,0.7049928699269494
3.4320000000000004,3.4320000000000004,0.7048697605458719
3.4810000000000003,3.4810000000000003,0.7047514922243512
3.5300000000000002,3.5300000000000002,0.7046378182942239
3.579,3.579,0.7045285073882706
3.628,3.628,0.7044233422991855
3.677,3.677,0.7043221189743257
3.7260000000000004,3.7260000000000004,0.7042246455793288
3.7750000000000004,3.7750000000000004,0.7041307416462776
3.8240000000000003,3.8240000000000003,0.7040402372917263
3.873,3.873,0.7039529724801272
3.922,3.922,0.7038687963621897
3.971,3.971,0.7037875666581774
4.02,4.02,0.7037091490880936
4.069,4.069,0.7036334168404601
4.117999999999999,4.117999999999999,0.7035602500889402
4.167,4.167,0.7034895355442659
4.216,4.216,0.7034211660253133
4.265,4.265,0.7033550400856583
4.314,4.314,0.7032910616439392
4.3629999999999995,4.3629999999999995,0.703229139654235
4.412,4.412,0.7031691877969193
4.460999999999999,4.460999999999999,0.7031111241877666
4.51,4.51,0.7030548711109205
4.559,4.559,0.7030003547718583
4.608,4.608,0.7029475050605654
4.657,4.657,0.7028962553380151
4.7059999999999995,4.7059999999999995,0.702846542232104
4.755,4.755,0.7027983054517128
4.804,4.804,0.7027514876050367
4.853,4.853,0.7027060340429837
4.902,4.902,0.7026618926965453
4.951,4.951,0.7026190139403683
