x,y,z
1.0,1.0,0.3437219806762434
1.0,0.99,0.3437219806762434
1.0,0.98,0.3437219806762434
1.0,0.97,0.3437219806762434
1.0,0.96,0.3437219806762434
1.0,0.95,0.3437219806762434
1.0,0.94,0.3437219806762434
1.0,0.9299999999999999,0.3437219806762437
1.0,0.92,0.34372198067624354
1.0,0.91,0.3437219806762434
1.0,0.9,0.3437219806762434
1.0,0.89,0.3437219806762434
1.0,0.88,0.3437219806762434
1.0,0.87,0.3437219806762434
1.0,0.86,0.3437219806762434
1.0,0.85,0.3437219806762434
1.0,0.84,0.3437219806762437
1.0,0.83,0.34372198067624427
1.0,0.8200000000000001,0.3437219806762435
1.0,0.81,0.3437219806762449
1.0,0.8,0.3437219806762434
1.0,0.79,0.343721980676245
1.0,0.78,0.34372198067641696
1.0,0.77,0.3437219806782386
1.0,0.76,0.34372198068869453
1.0,0.75,0.3437219806762434
1.0,0.74,0.34372198067624377
1.0,0.73,0.34372198067626236
1.0,0.72,0.3437219806773659
1.0,0.71,0.34372198069111476
1.0,0.7,0.34372198067624377
1.0,0.69,0.3437219806762434
1.0,0.6799999999999999,0.3437219806762436
1.0,0.6699999999999999,0.34372198067624354
1.0,0.6599999999999999,0.34372198067624427
1.0,0.6499999999999999,0.34375735757715037
1.0,0.64,0.34713396207689995
1.0,0.63,0.35078005772124266
1.0,0.62,0.3547007440801496
1.0,0.61,0.35889852232642927
1.0,0.6,0.36337275658432794
1.0,0.59,0.36811940525900577
1.0,0.5800000000000001,0.37313068680399186
1.0,0.5700000000000001,0.37839478281639066
1.0,0.56,0.38389585799898
1.0,0.55,0.38961377160469196
1.0,0.54,0.3955243723054686
1.0,0.53,0.4015996926735788
1.0,0.52,0.4078084403931243
1.0,0.51,0.41411676898405564
1.0,0.5,0.4204885328254332
1.0,0.49,0.42688705146659334
1.0,0.48,0.4332752754900218
1.0,0.47,0.43961729758517626
1.0,0.45999999999999996,0.44587910284416765
1.0,0.44999999999999996,0.4520293178915065
1.0,0.43999999999999995,0.4580400696571685
1.0,0.42999999999999994,0.4638872668866308
1.0,0.42000000000000004,0.4695508729227626
1.0,0.41000000000000003,0.47501515521976506
1.0,0.4,0.47889539567623296
1.0,0.39,0.478895395676332
1.0,0.38,0.4788953956763395
1.0,0.37,0.47889539567634076
1.0,0.36,0.47889539567634126
1.0,0.35,0.47889539567634165
1.0,0.33999999999999997,0.4788953956763416
1.0,0.32999999999999996,0.47889539563094685
1.0,0.31999999999999995,0.47889539567324063
1.0,0.30999999999999994,0.4788953956763272
1.0,0.29999999999999993,0.4788953956763416
1.0,0.29000000000000004,0.4788953956763419
1.0,0.28,0.4788953956763415
1.0,0.27,0.47889539561835204
1.0,0.26,0.47889539566561284
1.0,0.25,0.4788953956751405
1.0,0.24,0.4788953956762863
1.0,0.22999999999999998,0.4788953956763416
1.0,0.21999999999999997,0.4788953956760027
1.0,0.20999999999999996,0.4788953956763365
1.0,0.19999999999999996,0.4788953956763416
1.0,0.18999999999999995,0.4788953956762628
1.0,0.17999999999999994,0.4788953956763402
1.0,0.16999999999999993,0.4788953956763415
1.0,0.16000000000000003,0.4788953956763416
1.0,0.15000000000000002,0.47889539567634115
1.0,0.14,0.4788953956763416
1.0,0.13,0.47889539567634154
1.0,0.12,0.4788953956763415
1.0,0.10999999999999999,0.4788953956763416
1.0,0.09999999999999998,0.47889539567634154
1.0,0.08999999999999997,0.4788953956763416
1.0,0.07999999999999996,0.47889539567634165
1.0,0.06999999999999995,0.4788953956763416
1.0,0.05999999999999994,0.4788953956763418
1.0,0.04999999999999993,0.4788953956763416
1.0,0.040000000000000036,0.4788953956759935
1.0,0.030000000000000027,0.4788953956763416
1.0,0.020000000000000018,0.4788953956763415
1.0,0.010000000000000009,0.4788953956763415
1.0,0.0,0.4788953956763415
