x,y,z
0.1,0.1,0.2596261921112923
0.14900000000000002,0.14900000000000002,0.2752108175642997
0.198,0.198,0.2897329613455544
0.24700000000000003,0.24700000000000003,0.3032423590881122
0.29600000000000004,0.29600000000000004,0.3157916414307874
0.345,0.345,0.3274352374174816
0.394,0.394,0.3382283610001459
0.44300000000000006,0.44300000000000006,0.34822611732306824
0.492,0.492,0.3574827405031784
0.541,0.541,0.3660509645353494
0.59,0.59,0.3739815288878227
0.639,0.639,0.38132283740320816
0.6880000000000001,0.6880000000000001,0.38812067879492057
0.737,0.737,0.3944180892980259
0.786,0.786,0.4002552886267287
0.835,0.835,0.4056696669118107
0.884,0.884,0.4106958449139606
0.933,0.933,0.4153657580351087
0.982,0.982,0.41970878914966314
1.0310000000000001,1.0310000000000001,0.4237518973698298
1.08,1.08,0.4275197513003009
1.1290000000000002,1.1290000000000002,0.43103493581539254
1.1780000000000002,1.1780000000000002,0.4343180542960857
1.227,1.227,0.4373879121760221
1.2760000000000002,1.2760000000000002,0.44026165055471556
1.3250000000000002,1.3250000000000002,0.4429549032659656
1.374,1.374,0.4454819067650129
1.423,1.423,0.4478556467276463
1.4720000000000002,1.4720000000000002,0.4500879551379975
1.5210000000000001,1.5210000000000001,0.45218962148650443
1.57,1.57,0.45417049437858376
1.6190000000000002,1.6190000000000002,0.4560395504648696
1.6680000000000001,1.6680000000000001,0.45780500966836113
1.717,1.717,0.4594744224902069
1.7660000000000002,1.7660000000000002,0.4610545029138957
1.8150000000000002,1.8150000000000002,0.46255169240588306
1.864,1.864,0.46397168872029476
1.9130000000000003,1.9130000000000003,0.4653197907718815
1.9620000000000002,1.9620000000000002,0.4666008387847322
2.011,2.011,0.46781929886381995
2.06,2.06,0.46897927045595367
2.109,2.109,0.47008453434632824
2.1580000000000004,2.1580000000000004,0.4711385619255036
2.2070000000000003,2.2070000000000003,0.4721445773406236
2.2560000000000002,2.2560000000000002,0.4731055407297592
2.305,2.305,0.47402419859704287
2.354,2.354,0.4749030910139721
2.403,2.403,0.47574456718126495
2.4520000000000004,2.4520000000000004,0.47655080831751523
2.5010000000000003,2.5010000000000003,0.477323841077014
2.5500000000000003,2.5500000000000003,0.4780655452838399
2.599,2.599,0.4787776701616354
2.648,2.648,0.47946184730654673
2.697,2.697,0.4801195842655427
2.746,2.746,0.48075230683875275
2.7950000000000004,2.7950000000000004,0.4813613260886508
2.8440000000000003,2.8440000000000003,0.4819478836171798
2.8930000000000002,2.8930000000000002,0.48251316228529706
2.942,2.942,0.4830581399533748
2.991,2.991,0.48358393167455344
3.04,3.04,0.48409144935029197
3.0890000000000004,3.0890000000000004,0.4845815825452815
3.1380000000000003,3.1380000000000003,0.48505516560271766
3.1870000000000003,3.1870000000000003,0.48551298704580476
3.236,3.236,0.4859557732176714
3.285,3.285,0.48638423023340244
3.334,3.334,0.48679900611793153
3.383,3.383,0.4872007167573444
3.4320000000000004,3.4320000000000004,0.48758994460033395
3.4810000000000003,3.4810000000000003,0.48796723744846143
3.5300000000000002,3.5300000000000002,0.4883331124335509
3.579,3.579,0.4886880587069195
3.628,3.628,0.48903253848243206
3.677,3.677,0.48936701312897296
3.7260000000000004,3.7260000000000004,0.4896918321603883
3.7750000000000004,3.7750000000000004,0.49000745074776547
3.8240000000000003,3.8240000000000003,0.4903142212261583
3.873,3.873,0.4906124960305729
3.922,3.922,0.49090261099127347
3.971,3.971,0.4911848852978816
4.02,4.02,0.491459619097854
4.069,4.069,0.4917271028775391
4.117999999999999,4.117999999999999,0.4919876240453931
4.167,4.167,0.4922413976579482
4.216,4.216,0.4924887119273296
4.265,4.265,0.4927297952760746
4.314,4.314,0.49296487099283604
4.3629999999999995,4.3629999999999995,0.4931941516764809
4.412,4.412,0.49341784445109227
4.460999999999999,4.460999999999999,0.49363614406840656
4.51,4.51,0.4938492420208195
4.559,4.559,0.4940573027058572
4.608,4.608,0.4942605119372254
4.657,4.657,0.49445902441719836
4.7059999999999995,4.7059999999999995,0.4946530027721075
4.755,4.755,0.49484259032490785
4.804,4.804,0.49502793220410285
4.853,4.853,0.4952091671504502
4.902,4.902,0.49538642480162187
4.951,4.951,0.49555983434276807
