x,y,z
0.0,0.1,0.2952073464747512
0.0,0.14900000000000002,0.29403310548858275
0.0,0.198,0.2929559566521008
0.0,0.24700000000000003,0.29197649425931754
0.0,0.29600000000000004,0.29109604216165275
0.0,0.345,0.29031242468303015
0.0,0.394,0.2896224311361307
0.0,0.44300000000000006,0.2890216899387242
0.0,0.492,0.28850495930285425
0.0,0.541,0.2880664026961018
0.0,0.59,0.2876998416777635
0.0,0.639,0.2873989719540162
0.0,0.6880000000000001,0.28715753848701525
0.0,0.737,0.2869694722745913
0.0,0.786,0.2868289943058062
0.0,0.835,0.2867306793635473
0.0,0.884,0.28666950068504204
0.0,0.933,0.2866408473370183
0.0,0.982,0.2866405273890604
0.0,1.0310000000000001,0.2866647582652637
0.0,1.08,0.28671014857767346
0.0,1.1290000000000002,0.2867736741602691
0.0,1.1780000000000002,0.28685265124038933
0.0,1.227,0.28694470692408636
0.0,1.2760000000000002,0.28704775180595815
0.0,1.3250000000000002,0.28715995128706706
0.0,1.374,0.28727969922486907
0.0,1.423,0.2874055931482448
0.0,1.4720000000000002,0.2875364119027917
0.0,1.5210000000000001,0.2876710933727507
0.0,1.57,0.287808717546295
0.0,1.6190000000000002,0.28794848759345165
0.0,1.6680000000000001,0.2880897162690449
0.0,1.717,0.28823181251078694
0.0,1.7660000000000002,0.2883742684377747
0.0,1.8150000000000002,0.28851664881986977
0.0,1.864,0.28865858341646905
0.0,1.9130000000000003,0.2887997566851223
0.0,1.9620000000000002,0.2889399027294531
0.0,2.011,0.28907879743254666
0.0,2.06,0.28921625348895785
0.0,2.109,0.28935211512792347
0.0,2.1580000000000004,0.2894862553227752
0.0,2.2070000000000003,0.2896185706606615
0.0,2.2560000000000002,0.2897489782052148
0.0,2.305,0.2898774143576717
0.0,2.354,0.2900038294950195
0.0,2.403,0.29012818870259516
0.0,2.4520000000000004,0.2902504682696218
0.0,2.5010000000000003,0.29037065447141475
0.0,2.5500000000000003,0.29048874184081513
0.0,2.599,0.2906047331674037
0.0,2.648,0.2907186362575401
0.0,2.697,0.29083046536423396
0.0,2.746,0.29094023813429365
0.0,2.7950000000000004,0.29104797676311767
0.0,2.8440000000000003,0.2911537063095266
0.0,2.8930000000000002,0.2912574544228334
0.0,2.942,0.291359250703251
0.0,2.991,0.2914591269785917
0.0,3.04,0.2915571158940565
0.0,3.0890000000000004,0.29165325120260605
0.0,3.1380000000000003,0.29174756781131234
0.0,3.1870000000000003,0.29184010069095795
0.0,3.236,0.29193088558280467
0.0,3.285,0.2920199580406855
0.0,3.334,0.29210735390580317
0.0,3.383,0.29219310883252636
0.0,3.4320000000000004,0.2922772582944148
0.0,3.4810000000000003,0.29235983739163196
0.0,3.5300000000000002,0.2924408809464232
0.0,3.579,0.29252042331103195
0.0,3.628,0.29259849834964335
0.0,3.677,0.29267513939445927
0.0,3.7260000000000004,0.2927503792100087
0.0,3.7750000000000004,0.2928242499646276
0.0,3.8240000000000003,0.292896783208175
0.0,3.873,0.29296800993655864
0.0,3.922,0.2930379602640703
0.0,3.971,0.29310666387310574
0.0,4.02,0.2931741497147826
0.0,4.069,0.2932404461986127
0.0,4.117999999999999,0.29330558072169
0.0,4.167,0.2933695803657596
0.0,4.216,0.29343247159594915
0.0,4.265,0.2934942797996094
0.0,4.314,0.2935550301496669
0.0,4.3629999999999995,0.2936147472236305
0.0,4.412,0.29367345447420956
0.0,4.460999999999999,0.29373117543145777
0.0,4.51,0.2937879323131413
0.0,4.559,0.2938437472978984
0.0,4.608,0.29389864202156524
0.0,4.657,0.2939526369425978
0.0,4.7059999999999995,0.2940057528056048
0.0,4.755,0.29405800918962927
0.0,4.804,0.2941094251265955
0.0,4.853,0.294160019838173
0.0,4.902,0.2942098111129174
0.0,4.951,0.29425881721993186
