x,y,label
2.0,-0.9949822241320108,a
2.98,-0.9927991850930908,a
3.96,-0.9910918863320661,a
4.9399999999999995,-0.9900666509347552,a
5.92,-0.9893831059396041,a
6.9,-0.9888942429319569,a
7.88,-0.9885274238642664,a
8.86,-0.9882425130158392,a
9.84,-0.9880144438006008,a
10.82,-0.9878279154467757,a
11.8,-0.9876723624753321,a
12.78,-0.9875405176546804,a
13.76,-0.9874275521981861,a
14.74,-0.9873302026688913,a
15.719999999999999,-0.9872447438515499,a
16.7,-0.9871691170073829,a
17.68,-0.987101584605266,a
18.66,-0.9870415448336559,a
19.64,-0.9869882170688826,a
20.62,-0.9869386785729359,a
21.6,-0.9868942827409528,a
22.58,-0.9868531258710469,a
23.56,-0.9868162865111452,a
24.54,-0.9867820042881061,a
25.52,-0.9867505459276018,a
26.5,-0.9867216273904755,a
27.48,-0.9866944535256236,a
28.46,-0.9866693751653756,a
29.439999999999998,-0.9866457181446817,a
30.419999999999998,-0.9866237869539014,a
31.4,-0.9866031407007958,a
32.379999999999995,-0.9865837619144844,a
33.36,-0.9865645664400576,a
34.339999999999996,-0.9865473203276163,a
35.32,-0.9865313351486096,a
36.3,-0.9865159043409994,a
37.28,-0.9865012097067231,a
38.26,-0.9864875001251159,a
39.24,-0.9864740591043519,a
40.22,-0.9864619464762785,a
41.2,-0.9864499124387434,a
42.18,-0.9864384823032322,a
43.16,-0.9864278886214288,a
44.14,-0.9864176280940781,a
45.12,-0.9864069082448901,a
46.1,-0.9863979584275799,a
47.08,-0.9863882934157069,a
48.06,-0.9863799223284886,a
49.04,-0.9863714100432965,a
50.019999999999996,-0.9863632982887383,a
51.0,-0.9863559286454546,a
51.98,-0.9863486196416402,a
52.96,-0.9863411776139123,a
53.94,-0.9863342182417473,a
54.92,-0.9863272844306646,a
55.9,-0.9863211276291346,a
56.879999999999995,-0.986314907824433,a
57.86,-0.9863093167238579,a
58.839999999999996,-0.9863031685821916,a
59.82,-0.986297662328365,a
60.8,-0.986292253076762,a
61.78,-0.9862867389611949,a
62.76,-0.9862816397898428,a
63.74,-0.986276546550519,a
64.72,-0.9862714430443285,a
65.69999999999999,-0.9862671908882746,a
66.67999999999999,-0.986262410659025,a
67.66,-0.9862580472056242,a
68.64,-0.9862534273211331,a
69.62,-0.9862494485216309,a
70.6,-0.9862455796839529,a
71.58,-0.9862417647697115,a
72.56,-0.9862378003066032,a
73.53999999999999,-0.9862341801432173,a
74.52,-0.9862304492467722,a
75.5,-0.9862269233878511,a
76.48,-0.9862237555532214,a
77.46,-0.9862202772284212,a
78.44,-0.9862170728696285,a
79.42,-0.9862138536356577,a
80.4,-0.986210763318305,a
81.38,-0.9862074087186763,a
82.36,-0.9862044132241536,a
83.34,-0.9862017115898967,a
84.32,-0.9861991098168036,a
85.3,-0.9861969223545808,a
86.28,-0.9861938277076491,a
87.26,-0.9861915272657735,a
88.24,-0.9861886273413203,a
89.22,-0.9861862510386643,a
90.2,-0.9861831065363061,a
91.17999999999999,-0.9861814800389185,a
92.16,-0.9861792307814499,a
93.14,-0.9861761987124,a
94.12,-0.9861746754169946,a
95.1,-0.9861724389657125,a
96.08,-0.9861703044809349,a
97.06,-0.9861677432031675,a
98.03999999999999,-0.9861653099573128,a
99.02,-0.9861643926634656,a
