x,y,label
0.1,0.4695745658934596,a
0.14900000000000002,0.4693565305104662,a
0.198,0.4691966999027937,a
0.24700000000000003,0.46909370631751224,a
0.29600000000000004,0.46904527480527713,a
0.345,0.4680588946330218,a
0.394,0.46781354367455175,a
0.44300000000000006,0.4675853564638365,a
0.492,0.46737509173822633,a
0.541,0.4671833651525497,a
0.59,0.46701043247443624,a
0.639,0.466856571477612,a
0.6880000000000001,0.46672171897056136,a
0.737,0.4666055724989045,a
0.786,0.46650781776969574,a
0.835,0.46642776974590655,a
0.884,0.46636492278713054,a
0.933,0.46631822760640057,a
0.982,0.46628650292214907,a
1.0310000000000001,0.4662695541152855,a
1.08,0.46626607927744007,a
1.1290000000000002,0.46627514050085983,a
1.1780000000000002,0.4662958279476574,a
1.227,0.4663272430114088,a
1.2760000000000002,0.46636847351108723,a
1.3250000000000002,0.46641874169790454,a
1.374,0.46647726203218115,a
1.423,0.46654311546493316,a
1.4720000000000002,0.4666157916849735,a
1.5210000000000001,0.4666945307543347,a
1.57,0.46677879295724234,a
1.6190000000000002,0.4668485555007977,a
1.6680000000000001,0.46693889370327574,a
1.717,0.4670328275940586,a
1.7660000000000002,0.4671298907755241,a
1.8150000000000002,0.4672292730898391,a
1.864,0.46733102645356733,a
1.9130000000000003,0.4674347556513504,a
1.9620000000000002,0.46754014025084506,a
2.011,0.4676469396653634,a
2.06,0.46775482296961834,a
2.109,0.46786364944245323,a
2.1580000000000004,0.4679731700090762,a
2.2070000000000003,0.4680832305679919,a
2.2560000000000002,0.46819360285993383,a
2.305,0.46829937943664846,a
2.354,0.46840914225249525,a
2.403,0.4685187753300457,a
2.4520000000000004,0.4686281140152076,a
2.5010000000000003,0.46873714359807966,a
2.5500000000000003,0.46884572619943987,a
2.599,0.4689537060169061,a
2.648,0.4690611115480775,a
2.697,0.46916793568101567,a
2.746,0.4692739345501176,a
2.7950000000000004,0.4693791772083778,a
2.8440000000000003,0.469483674812552,a
2.8930000000000002,0.46958726192016903,a
2.942,0.4696900058737748,a
2.991,0.4697914602364671,a
3.04,0.4698927350507633,a
3.0890000000000004,0.46999310405030525,a
3.1380000000000003,0.47009262287880993,a
3.1870000000000003,0.4701913229152114,a
3.236,0.4702891419755675,a
3.285,0.470386093212361,a
3.334,0.4704821837343171,a
3.383,0.4705774212287334,a
3.4320000000000004,0.4706643087942871,a
3.4810000000000003,0.4707562292182071,a
3.5300000000000002,0.47084711172760335,a
3.579,0.47093692718932667,a
3.628,0.4710258109555539,a
3.677,0.4711136397676481,a
3.7260000000000004,0.47120044761442714,a
3.7750000000000004,0.47128626207460433,a
3.8240000000000003,0.471371116712997,a
3.873,0.4714544001363985,a
3.922,0.47153869582661784,a
3.971,0.4716199652544352,a
4.02,0.47170095152558655,a
4.069,0.4717807101975853,a
4.117999999999999,0.47185975147915055,a
4.167,0.47193788976760015,a
4.216,0.4720150864211398,a
4.265,0.47209134276086323,a
4.314,0.47216677944134205,a
4.3629999999999995,0.4722412273615098,a
4.412,0.4723148739455134,a
4.460999999999999,0.4723919238339127,a
4.51,0.4724656919162421,a
4.559,0.47253054673918493,a
4.608,0.4726007431505884,a
4.657,0.47267011324668473,a
4.7059999999999995,0.4727387016389094,a
4.755,0.47280645114141107,a
4.804,0.4728734257132099,a
4.853,0.4729396057036924,a
4.902,0.4730050119405615,a
4.951,0.4730696432711033,a
