x,y,z
0.0,0.1,0.21299242616685737
0.0,0.14900000000000002,0.20846780687534447
0.0,0.198,0.20410789242846622
0.0,0.24700000000000003,0.19988059426471566
0.0,0.29600000000000004,0.19575793489860266
0.0,0.345,0.19171297690331357
0.0,0.394,0.1877377282431511
0.0,0.44300000000000006,0.18382741545348963
0.0,0.492,0.17998513001546523
0.0,0.541,0.1762324362988017
0.0,0.59,0.172591688379723
0.0,0.639,0.16910697127816499
0.0,0.6880000000000001,0.16576459971965166
0.0,0.737,0.1626069216963935
0.0,0.786,0.15966967235628127
0.0,0.835,0.15697586849145218
0.0,0.884,0.15443104853101547
0.0,0.933,0.15391208582982552
0.0,0.982,0.1538237638911863
0.0,1.0310000000000001,0.15381398761551668
0.0,1.08,0.1538716238808908
0.0,1.1290000000000002,0.15398687404707706
0.0,1.1780000000000002,0.15415113830086477
0.0,1.227,0.15435688765487368
0.0,1.2760000000000002,0.1545975449952084
0.0,1.3250000000000002,0.1548673762156949
0.0,1.374,0.1551613911246268
0.0,1.423,0.15547525422309957
0.0,1.4720000000000002,0.15580520496399314
0.0,1.5210000000000001,0.1561479866598427
0.0,1.57,0.15650078350384247
0.0,1.6190000000000002,0.15686116494829025
0.0,1.6680000000000001,0.15722703672738392
0.0,1.717,0.15759659782743232
0.0,1.7660000000000002,0.15796830276149643
0.0,1.8150000000000002,0.15834082854446052
0.0,1.864,0.15871304581592488
0.0,1.9130000000000003,0.15908399362215586
0.0,1.9620000000000002,0.15945285740173637
0.0,2.011,0.15981894978505695
0.0,2.06,0.1601816938531359
0.0,2.109,0.1605406085455835
0.0,2.1580000000000004,0.16089529594447557
0.0,2.2070000000000003,0.16124543019439536
0.0,2.2560000000000002,0.1615907478487883
0.0,2.305,0.16193103945920395
0.0,2.354,0.1622661422473673
0.0,2.403,0.16259593372051545
0.0,2.4520000000000004,0.1629203261084357
0.0,2.5010000000000003,0.1632392593640578
0.0,2.5500000000000003,0.16355270592328508
0.0,2.599,0.16386065293629445
0.0,2.648,0.164163108907336
0.0,2.697,0.1644600983124386
0.0,2.746,0.16475165916813939
0.0,2.7950000000000004,0.16503784091205717
0.0,2.8440000000000003,0.165318702562677
0.0,2.8930000000000002,0.16559431111130046
0.0,2.942,0.16586474013008576
0.0,2.991,0.16613006856129586
0.0,3.04,0.1663903796597521
0.0,3.0890000000000004,0.16664576008621296
0.0,3.1380000000000003,0.16689629911577522
0.0,3.1870000000000003,0.1671420879474692
0.0,3.236,0.16738321912162793
0.0,3.285,0.1676197860053233
0.0,3.334,0.16785188235748386
0.0,3.383,0.16807960195194702
0.0,3.4320000000000004,0.1683030382577094
0.0,3.4810000000000003,0.16852228416391765
0.0,3.5300000000000002,0.16873743175153788
0.0,3.579,0.1689485720949524
0.0,3.628,0.16915579510134843
0.0,3.677,0.16935918937371794
0.0,3.7260000000000004,0.1695588421005919
0.0,3.7750000000000004,0.16975483896478882
0.0,3.8240000000000003,0.16994726407212674
0.0,3.873,0.17013619989686826
0.0,3.922,0.17032172723779215
0.0,3.971,0.170503925189471
0.0,4.02,0.1706828711225385
0.0,4.069,0.17085864067318027
0.0,4.117999999999999,0.17103130773907532
0.0,4.167,0.17120094448558187
0.0,4.216,0.17136762135254086
0.0,4.265,0.17153140707044295
0.0,4.314,0.1716923686778583
0.0,4.3629999999999995,0.17185057154245875
0.0,4.412,0.17200607938744658
0.0,4.460999999999999,0.17215895431603837
0.0,4.51,0.17230925684228082
0.0,4.559,0.17245704592094885
0.0,4.608,0.1726023789786827
0.0,4.657,0.17274531194612727
0.0,4.7059999999999995,0.17288589929211998
0.0,4.755,0.1730241940554363
0.0,4.804,0.17316024788107498
0.0,4.853,0.17329411105221493
0.0,4.902,0.17342583252525462
0.0,4.951,0.1735554599630418
