x,y
0.1,-0.48015565032261204
0.198,-0.4737443703317926
0.29600000000000004,-0.4672212481034038
0.394,-0.46074642273257793
0.492,-0.4544551843776089
0.59,-0.5342203322929618
0.6880000000000001,-0.5302441276105867
0.786,-0.5265506600296531
0.884,-0.523146741741935
0.982,-0.5200267983343018
1.08,-0.5171771890279185
1.1780000000000002,-0.5145796309112454
1.2760000000000002,-0.5122136892165123
1.374,-0.510058462981319
1.4720000000000002,-0.5080936479245717
1.57,-0.5063001508116284
1.6680000000000001,-0.5046603982748025
1.7660000000000002,-0.503160228440559
1.864,-0.5017816275281961
1.9620000000000002,-0.5005137290803674
2.06,-0.4993451666893889
2.1580000000000004,-0.49826586144367035
2.2560000000000002,-0.4972668872644252
2.354,-0.4016415163353656
2.4520000000000004,-0.40038189266189356
2.5500000000000003,-0.39920658903355843
2.648,-0.3981079359859417
2.746,-0.3983852749880278
2.8440000000000003,-0.3974067607537781
2.942,-0.3964873081938942
3.04,-0.3956219767478226
3.1380000000000003,-0.3948099588451387
3.236,-0.3940400118058834
3.334,-0.3933121836165813
3.4320000000000004,-0.39262323752731887
3.5300000000000002,-0.39197024749917175
3.628,-0.3913505633630438
3.7260000000000004,-0.3907617803306652
3.8240000000000003,-0.39020171227715106
3.922,-0.3896683682931002
4.02,-0.38915993207307137
4.117999999999999,-0.3886747437669342
4.216,-0.3882112839723307
4.314,-0.3877681595909288
4.412,-0.3873440913094177
4.51,-0.3869379024990012
4.608,-0.38655273937540435
4.7059999999999995,-0.3861791536354185
4.804,-0.3858204398448158
4.902,-0.3854757437522073
