x,y,label
0.1,1.9600127076913054e-10,a
0.14900000000000002,1.387862602619805e-10,a
0.198,9.243411591697281e-11,a
0.24700000000000003,5.830097515868715e-11,a
0.29600000000000004,3.680922233684214e-11,a
0.345,2.7005730984797083e-11,a
0.394,2.1553370199711708e-11,a
0.44300000000000006,7.026157433642766e-12,a
0.492,1.3480883076510963e-12,a
0.541,6.705747068735946e-14,a
0.59,-1.221356182856681e-09,a
0.639,-5.551115123125783e-17,a
0.6880000000000001,5.551115123125783e-17,a
0.737,0.0,a
0.786,-5.551115123125783e-17,a
0.835,-5.551115123125783e-17,a
0.884,0.0,a
0.933,5.551115123125783e-17,a
0.982,-1.1102230246251565e-16,a
1.0310000000000001,-5.551115123125783e-17,a
1.08,0.0,a
1.1290000000000002,-1.1102230246251565e-16,a
1.1780000000000002,-5.551115123125783e-17,a
1.227,1.1102230246251565e-16,a
1.2760000000000002,5.551115123125783e-17,a
1.3250000000000002,1.1102230246251565e-16,a
1.374,5.551115123125783e-17,a
1.423,0.0,a
1.4720000000000002,-5.551115123125783e-17,a
1.5210000000000001,-1.1102230246251565e-16,a
1.57,0.0,a
1.6190000000000002,1.1102230246251565e-16,a
1.6680000000000001,0.0,a
1.717,0.0,a
1.7660000000000002,0.0,a
1.8150000000000002,-1.1102230246251565e-16,a
1.864,-1.6653345369377348e-16,a
1.9130000000000003,-5.551115123125783e-17,a
1.9620000000000002,5.551115123125783e-17,a
2.011,1.1102230246251565e-16,a
2.06,5.551115123125783e-17,a
2.109,0.0,a
2.1580000000000004,1.1102230246251565e-16,a
2.2070000000000003,0.0,a
2.2560000000000002,1.1102230246251565e-16,a
2.305,-1.1102230246251565e-16,a
2.354,1.6653345369377348e-16,a
2.403,0.0,a
2.4520000000000004,1.1102230246251565e-16,a
2.5010000000000003,1.1102230246251565e-16,a
2.5500000000000003,1.1102230246251565e-16,a
2.599,2.220446049250313e-16,a
2.648,0.0,a
2.697,5.551115123125783e-17,a
2.746,1.1102230246251565e-16,a
2.7950000000000004,-5.551115123125783e-17,a
2.8440000000000003,0.0,a
2.8930000000000002,-1.6653345369377348e-16,a
2.942,-1.1102230246251565e-16,a
2.991,-1.1102230246251565e-16,a
3.04,5.551115123125783e-17,a
3.0890000000000004,5.551115123125783e-17,a
3.1380000000000003,1.1102230246251565e-16,a
3.1870000000000003,5.551115123125783e-17,a
3.236,5.551115123125783e-17,a
3.285,2.220446049250313e-16,a
3.334,3.3306690738754696e-16,a
3.383,0.0,a
3.4320000000000004,1.1102230246251565e-16,a
3.4810000000000003,1.1102230246251565e-16,a
3.5300000000000002,1.6653345369377348e-16,a
3.579,5.551115123125783e-17,a
3.628,0.0,a
3.677,0.0,a
3.7260000000000004,-1.1102230246251565e-16,a
3.7750000000000004,0.0,a
3.8240000000000003,0.0,a
3.873,5.551115123125783e-17,a
3.922,0.0,a
3.971,0.0,a
4.02,5.551115123125783e-17,a
4.069,1.1102230246251565e-16,a
4.117999999999999,5.551115123125783e-17,a
4.167,1.1102230246251565e-16,a
4.216,1.1102230246251565e-16,a
4.265,5.551115123125783e-17,a
4.314,0.0,a
4.3629999999999995,5.551115123125783e-17,a
4.412,0.0,a
4.460999999999999,0.0,a
4.51,0.0,a
4.559,0.0,a
4.608,0.0,a
4.657,0.0,a
4.7059999999999995,1.1102230246251565e-16,a
4.755,5.551115123125783e-17,a
4.804,5.551115123125783e-17,a
4.853,1.9001378248617584e-10,a
4.902,1.2660724135749035e-09,a
4.951,2.7001305635820927e-09,a
