x,y
0.0125,0.6066442321731913
0.012658227848101266,0.6071771717250091
0.01282051282051282,0.6077286810284264
0.012987012987012988,0.608299651361728
0.013157894736842105,0.6088910282453791
0.013333333333333334,0.6095038154286316
0.013513513513513514,0.6101390792182763
0.0136986301369863,0.610797953182951
0.013888888888888888,0.6114816432700348
0.014084507042253521,0.6121914333762151
0.014285714285714285,0.6129286914173578
0.014492753623188406,0.6136948759483788
0.014705882352941176,0.6144915433895
0.014925373134328358,0.6153203559216524
0.015151515151515152,0.616183090120913
0.015384615384615385,0.6170816464098763
0.015625,0.6180180594128123
0.015873015873015872,0.618994509311535
0.016129032258064516,0.6200133343101597
0.01639344262295082,0.6210770443295343
0.016666666666666666,0.6221883360662704
0.01694915254237288,0.6233501095670603
0.017241379310344827,0.6245654864865862
0.017543859649122806,0.6258378302169372
0.017857142857142856,0.6271707680982241
0.01818181818181818,0.6285682159441609
0.018518518518518517,0.6300344051428994
0.018867924528301886,0.6315739126223929
0.019230769230769232,0.6331916940009766
0.0196078431372549,0.6348931202775454
0.02,0.6366840184511804
0.02040816326530612,0.6385707164966775
0.020833333333333332,0.6405600931588081
0.02127659574468085,0.642659633062447
0.021739130434782608,0.6448774876648801
0.022222222222222223,0.647222542596261
0.022727272727272728,0.6497044919377224
0.023255813953488372,0.6523339199645826
0.023809523809523808,0.6551223908204872
0.024390243902439025,0.658082546467261
0.025,0.6612282130459326
0.02564102564102564,0.6645745154454057
0.02631578947368421,0.6681379993471853
0.02702702702702703,0.6719367592117779
0.027777777777777776,0.6759905694716911
0.02857142857142857,0.6803210144195169
0.029411764705882353,0.684951609670343
0.030303030303030304,0.6899079042631457
0.03125,0.6952175469052232
0.03225806451612903,0.7009102917709426
