x,y,label
0.1,0.7065846529555131,a
0.14900000000000002,0.7075817537628859,a
0.198,0.7084677382219572,a
0.24700000000000003,0.709242612335317,a
0.29600000000000004,0.7099103964674245,a
0.345,0.71047455713007,a
0.394,0.7109408852067571,a
0.44300000000000006,0.7113180671404852,a
0.492,0.7116103737761013,a
0.541,0.7118283330143439,a
0.59,0.7119766714641628,a
0.639,0.7120657330608242,a
0.6880000000000001,0.7121008040729992,a
0.737,0.7120895795900608,a
0.786,0.7120374378019129,a
0.835,0.711950161151863,a
0.884,0.7118347102850933,a
0.933,0.7116931729164108,a
0.982,0.7115314458857782,a
1.0310000000000001,0.7113531940896569,a
1.08,0.7111608265933478,a
1.1290000000000002,0.7109571849936014,a
1.1780000000000002,0.7107455163619453,a
1.227,0.7105271479957531,a
1.2760000000000002,0.7103039140161754,a
1.3250000000000002,0.7100773844360287,a
1.374,0.7098496267411695,a
1.423,0.7096210216509883,a
1.4720000000000002,0.7093925267433294,a
1.5210000000000001,0.70916494549148,a
1.57,0.7089396315457701,a
1.6190000000000002,0.7087157613369109,a
1.6680000000000001,0.7084951470883649,a
1.717,0.7082774758828063,a
1.7660000000000002,0.7080630452865481,a
1.8150000000000002,0.7078520902741023,a
1.864,0.7076447924086269,a
1.9130000000000003,0.707441899789465,a
1.9620000000000002,0.7072422766139076,a
2.011,0.7070472028638487,a
2.06,0.7068555196966377,a
2.109,0.7066684200268029,a
2.1580000000000004,0.706485305561957,a
2.2070000000000003,0.7063061554612843,a
2.2560000000000002,0.7061309354934591,a
2.305,0.7059590567537921,a
2.354,0.7057920960271571,a
2.403,0.7056283608803461,a
2.4520000000000004,0.7054683277976947,a
2.5010000000000003,0.7053119251225698,a
2.5500000000000003,0.7051590777990409,a
2.599,0.7050097082856032,a
2.648,0.7048642314395142,a
2.697,0.704721572319917,a
2.746,0.7045821507760779,a
2.7950000000000004,0.7044463612947286,a
2.8440000000000003,0.7043131666520842,a
2.8930000000000002,0.7041829684211475,a
2.942,0.7040561455517275,a
2.991,0.7039316988008757,a
3.04,0.7038104622052026,a
3.0890000000000004,0.7036914614129125,a
3.1380000000000003,0.7035755117926866,a
3.1870000000000003,0.7034616633040028,a
3.236,0.7033507139706384,a
3.285,0.7032421590990416,a
3.334,0.7031355152343992,a
3.383,0.7030315564126555,a
3.4320000000000004,0.7029297980110738,a
3.4810000000000003,0.7028297753822697,a
3.5300000000000002,0.702732240525715,a
3.579,0.70263672787498,a
3.628,0.7025427906150588,a
3.677,0.7024511602830373,a
3.7260000000000004,0.7023613892619853,a
3.7750000000000004,0.7022730475230617,a
3.8240000000000003,0.7021868474491738,a
3.873,0.7021023582477994,a
3.922,0.7020195335006025,a
3.971,0.7019379639174027,a
4.02,0.7018583380664056,a
4.069,0.7017802458785388,a
4.117999999999999,0.7017036464900739,a
4.167,0.7016285003235311,a
4.216,0.7015544214985773,a
4.265,0.7014820711454367,a
4.314,0.7014110625412718,a
4.3629999999999995,0.7013413608611342,a
4.412,0.7012729323728815,a
4.460999999999999,0.7012054120672254,a
4.51,0.7011394358271356,a
4.559,0.7010746377287153,a
4.608,0.701010988059475,a
4.657,0.7009484580280237,a
4.7059999999999995,0.7008870197326635,a
4.755,0.7008263302716461,a
4.804,0.7007669977232895,a
4.853,0.7007086781994518,a
4.902,0.7006513470638106,a
4.951,0.7005949804272062,a
